is_not_property,estimated_dollar_loss,ignition_source,longitude,latitude,hour
#052c66cb,0,NA,-79.49902165,43.69733165,20
#052c66cb,30000,999 - Undetermined,-79.21518224,43.7928045,14
red,300000,"11 - Stove, Range-top burner",-79.54322585,43.65985819,16
#052c66cb,0,999 - Undetermined,-79.37232147,43.67135534,17
red,10000,55 - Candle,-79.36251755,43.81008762,19
red,15000,82 - Vehicle - Mechanical,-79.2753953095203,43.8309904325283,20
#052c66cb,0,NA,-79.43883795,43.73188462,20
#052c66cb,0,NA,-79.37091407,43.66790858,16
#052c66cb,0,NA,-79.41748173,43.64448003,20
#052c66cb,0,NA,-79.28677248,43.67077621,21
#052c66cb,0,NA,-79.39836554,43.635675,0
#052c66cb,0,NA,-79.42528436,43.64083598,1
#052c66cb,0,NA,-79.3935262,43.66726507,2
red,2000,98 - Other,-79.42943801,43.66115076,4
#052c66cb,0,NA,-79.403108,43.65360606,8
red,10000,"27 - Terminations-Aluminum (incl receptables, switches, lights)",-79.45316831,43.6454989,17
#052c66cb,0,NA,-79.46862505,43.66661361,19
red,2500,55 - Candle,-79.27705086,43.72772821,19
#052c66cb,0,999 - Undetermined,-79.39222647,43.63845371,20
#052c66cb,300,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.30098799,43.6894317,20
red,12000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.41025017,43.64101279,20
#052c66cb,0,NA,-79.38762275,43.64085637,21
#052c66cb,0,NA,-79.37684131,43.64115254,21
#052c66cb,0,NA,-79.45938213,43.65631543,22
#052c66cb,0,NA,-79.51512855,43.74709426,23
#052c66cb,0,NA,-79.3972391,43.65090227,1
red,5000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.18622555,43.768409,6
#052c66cb,1000,81 - Vehicle - Electrical,-79.18238811,43.77536933,22
#052c66cb,0,NA,-79.40699749,43.65137938,11
#052c66cb,0,NA,-79.42812918,43.63598126,17
#052c66cb,0,NA,-79.19797873,43.79031463,18
#052c66cb,15000,999 - Undetermined,-79.56298989,43.70001127,19
#052c66cb,0,NA,-79.30464557,43.74324252,20
#052c66cb,0,NA,-79.38095933,43.66572255,10
#052c66cb,0,NA,-79.18914985,43.76154023,16
red,1000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.47306643,43.67679079,20
red,100000,98 - Other,-79.46336351,43.68723023,23
#052c66cb,0,NA,-79.42864419,43.64220842,3
red,500,"73 - Blow Torch, Bunsen Burner",-79.39893948,43.68046042,10
#052c66cb,0,NA,-79.34122115,43.64211312,18
#052c66cb,0,NA,-79.34122115,43.64211312,18
red,1000,999 - Undetermined,-79.33439498,43.70999645,19
#052c66cb,0,NA,-79.57706646,43.69021218,23
#052c66cb,1500,999 - Undetermined,-79.48482228,43.65015721,12
red,100000,43 - Clothes Dryer,-79.55644588,43.72088562,16
#052c66cb,0,NA,-79.53946885,43.72086601,17
red,1500,999 - Undetermined,-79.33823539,43.69840079,0
red,10000,16 - Deep Fat Fryer,-79.44540636,43.67831554,19
red,30000,"11 - Stove, Range-top burner",-79.37220824,43.66763494,12
red,2000,79 - Other Open Flame Tools/Smokers' Articles,-79.19168105,43.76982429,10
#052c66cb,0,NA,-79.29731355,43.69652454,16
#052c66cb,0,NA,-79.35497037,43.80383532,16
#052c66cb,0,NA,-79.40141069,43.66130246,17
#052c66cb,0,NA,-79.34000368,43.67664731,19
red,10000,82 - Vehicle - Mechanical,-79.35450411,43.66185997,14
#052c66cb,3000,82 - Vehicle - Mechanical,-79.55178077,43.64188983,15
red,5000,16 - Deep Fat Fryer,-79.45502768,43.65069698,17
red,3000,43 - Clothes Dryer,-79.31154922,43.79562334,18
#052c66cb,0,NA,-79.31907777,43.66424654,19
red,5000,"11 - Stove, Range-top burner",-79.43536585,43.65988376,19
#052c66cb,0,NA,-79.41417296,43.66772876,21
#052c66cb,0,NA,-79.2487436,43.71836548,13
#052c66cb,0,NA,-79.25680443,43.72015284,23
#052c66cb,15000,999 - Undetermined,-79.55247388,43.61976457,17
red,1000,"28 - Cord, Cable for Appliance, Electrical Articles",-79.2550494,43.72388469,17
red,1,12 - Oven,-79.42555944,43.65145623,18
red,20000,"11 - Stove, Range-top burner",-79.47437144,43.67652519,18
#052c66cb,5000,82 - Vehicle - Mechanical,-79.41024969,43.66266914,21
#052c66cb,0,NA,-79.26900153,43.73904473,21
red,5000,999 - Undetermined,-79.30645563,43.72999982,22
#052c66cb,0,NA,-79.43225765,43.65172552,22
red,300000,91 - Fireworks,-79.18355325,43.80561444,22
red,490000,999 - Undetermined,-79.45353054,43.66135718,0
#052c66cb,30000,999 - Undetermined,-79.52660784,43.6823346,18
red,250000,"11 - Stove, Range-top burner",-79.44437599,43.69696819,18
#052c66cb,0,NA,-79.49920745,43.66552417,19
red,450000,"11 - Stove, Range-top burner",-79.26353689,43.74449763,19
#052c66cb,10000,81 - Vehicle - Electrical,-79.26524412,43.82737966,21
red,50000,72 - Cutting/Welding Equipment,-79.42951908,43.64463649,22
#052c66cb,0,NA,-79.39122689,43.71112875,3
red,50000,"92 - Open Fire (eg. camp fire, rubbish fire, etc.)",-79.38644587,43.65337715,6
red,50000,69 - Other Processing Equipment,-79.5056155,43.69405303,11
red,15000,34 - Space Heater - Portable,-79.37893917,43.72097596,14
red,1000,999 - Undetermined,-79.21972718,43.74510316,12
red,8000,13 - Microwave,-79.42812918,43.63598126,10
#052c66cb,0,NA,-79.28902203,43.69286919,11
#052c66cb,0,NA,-79.35452888,43.67126572,15
#052c66cb,0,NA,-79.35378375,43.72978112,16
#052c66cb,0,NA,-79.31409589,43.66925433,19
red,30000,999 - Undetermined,-79.30856997,43.68974856,20
red,500000,999 - Undetermined,-79.34743889,43.6857761,0
#052c66cb,0,NA,-79.38585604,43.66799584,8
#052c66cb,0,NA,-79.40699749,43.65137938,17
red,15000,"29 - Extension Cord, Temporary Wiring",-79.37997399,43.6540628,3
#052c66cb,0,NA,-79.37834567,43.66310634,9
#052c66cb,0,NA,-79.42240778,43.70289412,17
red,1000,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.2062925,43.78554174,19
#052c66cb,0,NA,-79.49958032,43.59890419,20
#052c66cb,0,NA,-79.44342157,43.67150629,22
#052c66cb,0,NA,-79.23243399,43.72513954,22
#052c66cb,0,NA,-79.49806802,43.658475,23
red,500,56 - Halogen Lamp or light,-79.52909206,43.76854887,0
#052c66cb,0,NA,-79.46912083,43.77794351,0
#052c66cb,0,NA,-79.2391654,43.76745209,0
#052c66cb,0,NA,-79.41221301,43.76656441,1
#052c66cb,0,NA,-79.20562856,43.76404977,7
#052c66cb,0,NA,-79.43431345,43.6571226,11
red,500,24 - Circuit Wiring - Copper,-79.58816523,43.74631494,13
#052c66cb,0,NA,-79.37031555,43.64981909,14
#052c66cb,0,NA,-79.46559764,43.70742439,14
#052c66cb,0,NA,-79.51440743,43.7441184,15
#052c66cb,500,999 - Undetermined,-79.59936003,43.7382999,16
#052c66cb,0,NA,-79.36015239,43.6701977,8
#052c66cb,0,999 - Undetermined,-79.38400856,43.64239085,8
#052c66cb,0,NA,-79.47823682,43.62346889,22
#052c66cb,0,NA,-79.61999751,43.73355129,17
#052c66cb,30000,9990 - Under Investigation,-79.57217073,43.70081579,18
#052c66cb,0,NA,-79.62198068,43.74591097,19
red,20000,31 - Central Heating/Cooling Unit,-79.53137325,43.60960001,20
red,40000,"11 - Stove, Range-top burner",-79.35522862,43.78681396,20
#052c66cb,1000,999 - Undetermined,-79.44837137,43.64455264,23
#052c66cb,0,NA,-79.45561,43.78981172,0
red,100000,79 - Other Open Flame Tools/Smokers' Articles,-79.5200972,43.64542423,3
#052c66cb,0,NA,-79.24441206,43.79802304,5
#052c66cb,0,NA,-79.3857286,43.66260871,5
#052c66cb,30000,82 - Vehicle - Mechanical,-79.56057998,43.62970406,17
#052c66cb,50000,40 - Flue Pipe,-79.53408273,43.67221365,17
#052c66cb,0,NA,-79.29973897,43.71173835,19
#052c66cb,0,NA,-79.41924887,43.77549667,20
#052c66cb,17000,81 - Vehicle - Electrical,-79.32246071,43.76634185,2
red,500,"11 - Stove, Range-top burner",-79.42621426,43.65644366,7
red,40000,"27 - Terminations-Aluminum (incl receptables, switches, lights)",-79.34945825,43.66615105,7
red,500,"28 - Cord, Cable for Appliance, Electrical Articles",-79.2261554,43.82485801,11
#052c66cb,3500,81 - Vehicle - Electrical,-79.56762149,43.63308024,13
red,7500,"11 - Stove, Range-top burner",-79.54008822,43.63610981,18
red,500,31 - Central Heating/Cooling Unit,-79.57040938,43.67633852,20
#052c66cb,0,NA,-79.19046775,43.74942812,21
#052c66cb,500,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.44032406,43.69148248,21
#052c66cb,0,NA,-79.3018315,43.68814527,22
#052c66cb,500,999 - Undetermined,-79.38163618,43.66440311,0
#052c66cb,0,NA,-79.38678806,43.67022639,3
#052c66cb,0,NA,-79.40058477,43.72688542,21
#052c66cb,0,NA,-79.35136106,43.66246733,21
#052c66cb,0,NA,-79.48931473,43.61377931,21
#052c66cb,0,NA,-79.31907777,43.66424654,21
red,200,999 - Undetermined,-79.19797873,43.79031463,23
#052c66cb,0,NA,-79.53626347,43.75329035,8
red,1,"11 - Stove, Range-top burner",-79.37012259,43.65616273,16
red,10000,"93 - Hot Ashes, Embers, Spark",-79.54955035,43.75981302,18
#052c66cb,0,NA,-79.43431345,43.6571226,20
#052c66cb,125000,81 - Vehicle - Electrical,-79.54085192,43.72038396,2
#052c66cb,700000,81 - Vehicle - Electrical,-79.58040244,43.73972484,6
#052c66cb,0,NA,-79.23538568,43.70721537,6
#052c66cb,0,NA,-79.41963118,43.79632259,23
red,500,36 - Fireplace - Masonry,-79.43146563,43.65390654,9
#052c66cb,0,NA,-79.57848619,43.72712215,23
red,0,30 - Other Electrical Distribution Item,-79.34962346,43.67801252,0
#052c66cb,0,NA,-79.62221685,43.72617449,0
#052c66cb,8000,82 - Vehicle - Mechanical,-79.47806218,43.70865931,10
#052c66cb,0,NA,-79.38133373,43.65117012,22
red,5000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.497169,43.76569517,13
#052c66cb,250,98 - Other,-79.42228133,43.63997709,13
#052c66cb,0,NA,-79.37646148,43.6548295,15
#052c66cb,0,NA,-79.38237575,43.67122113,15
red,0,999 - Undetermined,-79.27896173,43.69331048,1
red,0,21 - Transformer,-79.33922708,43.64965614,9
#052c66cb,0,NA,-79.34666226,43.6390626,16
#052c66cb,0,NA,-79.30084797,43.77399306,7
#052c66cb,0,NA,-79.37283183,43.65270448,8
#052c66cb,0,NA,-79.40699749,43.65137938,13
red,100000,69 - Other Processing Equipment,-79.47816541,43.78193921,17
#052c66cb,0,NA,-79.29269983,43.683659659999996,20
#052c66cb,0,NA,-79.37377791,43.66729534,21
#052c66cb,0,NA,-79.40290941,43.65308869,22
#052c66cb,0,NA,-79.36754383,43.66320633,23
#052c66cb,0,NA,-79.35681822,43.66079114,23
#052c66cb,0,NA,-79.3850215,43.64477561,3
#052c66cb,0,NA,-79.49550557,43.76800182,9
#052c66cb,30000,82 - Vehicle - Mechanical,-79.36860681,43.64577505,12
red,0,16 - Deep Fat Fryer,-79.38471298,43.65807471,19
red,200000,43 - Clothes Dryer,-79.5521565,43.69579632,19
#052c66cb,0,NA,-79.42247143,43.64735112,21
#052c66cb,0,NA,-79.43336548,43.65468085,4
red,5000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.27722582,43.70518107,1
#052c66cb,0,NA,-79.38585604,43.66799584,1
red,30,77 - Matches or Lighters (unable to distinguish),-79.38585604,43.66799584,1
#052c66cb,0,NA,-79.3758926,43.6724655,10
#052c66cb,7000,82 - Vehicle - Mechanical,-79.24818729,43.71112109,15
#052c66cb,0,NA,-79.50070308,43.61537922,17
red,5000,43 - Clothes Dryer,-79.38205611,43.6683486,18
#052c66cb,0,NA,-79.37906835,43.67191531,19
#052c66cb,25000,81 - Vehicle - Electrical,-79.25581974,43.783699,21
#052c66cb,100000,999 - Undetermined,-79.56360349,43.61901312,4
red,50000,999 - Undetermined,-79.50813825,43.72574319,6
red,5000,72 - Cutting/Welding Equipment,-79.46315189,43.72799423,13
red,1500,37 - Fireplace Insert,-79.365967,43.64892685,17
red,200,999 - Undetermined,-79.5903712,43.7340113,17
#052c66cb,1000,14 - Open Fired Barbeque - Fixed or Portable,-79.29811177,43.77657869,20
#052c66cb,0,NA,-79.38145787,43.65922466,1
red,10000,"96 - Chemical Reaction (eg. spontaneous combustion, etc.)",-79.29098819,43.73621536,5
#052c66cb,0,NA,-79.48978685,43.6127307,4
#052c66cb,0,NA,-79.33319554,43.75931232,13
red,10000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.4668502,43.65722765,14
#052c66cb,0,NA,-79.41560903,43.65495191,15
#052c66cb,100000,999 - Undetermined,-79.45128216,43.68319495,3
#052c66cb,0,NA,-79.34361096,43.67587811,3
#052c66cb,270000,999 - Undetermined,-79.27945774,43.76129836,11
#052c66cb,9000,999 - Undetermined,-79.34414832,43.76766914,17
red,5000,12 - Oven,-79.30877035,43.75040562,9
#052c66cb,0,NA,-79.42158118,43.63811033,10
#052c66cb,20000,999 - Undetermined,-79.30950479,43.77041106,15
#052c66cb,40000,999 - Undetermined,-79.30280827,43.76720771,16
red,1000,17 - Wood burning stove,-79.405909930000007,43.68466271,21
red,5000,37 - Fireplace Insert,-79.32971807,43.80629939,20
#052c66cb,10000,81 - Vehicle - Electrical,-79.54086748,43.61774045,13
#052c66cb,0,NA,-79.38406969,43.67350012,13
#052c66cb,0,NA,-79.43714098,43.67397424,14
red,75000,30 - Other Electrical Distribution Item,-79.44555011,43.78393276,15
#052c66cb,0,NA,-79.490364,43.62905014,15
#052c66cb,0,999 - Undetermined,-79.34126858,43.66079323,19
#052c66cb,100,999 - Undetermined,-79.38892291,43.64041484,20
#052c66cb,0,NA,-79.45938213,43.65631543,1
red,20,"11 - Stove, Range-top burner",-79.44110905,43.7022534,20
red,5000,"11 - Stove, Range-top burner",-79.54033794,43.74272563,20
#052c66cb,0,NA,-79.31547849,43.77155748,22
#052c66cb,1000,81 - Vehicle - Electrical,-79.25960882,43.71912362,23
#052c66cb,15000,"107 - Exposure, source vehicle (outside structure)",-79.29592012,43.7451176,0
#052c66cb,0,NA,-79.44075728,43.78195463,1
#052c66cb,0,NA,-79.41600169,43.78163768,1
#052c66cb,25000,81 - Vehicle - Electrical,-79.38793125,43.80074713,14
red,40000,"11 - Stove, Range-top burner",-79.37220824,43.66763494,18
#052c66cb,2000,999 - Undetermined,-79.38632469,43.75912393,11
#052c66cb,0,NA,-79.41335004,43.65894619,18
#052c66cb,0,NA,-79.18837002,43.7679299,10
#052c66cb,0,NA,-79.42101279,43.63947287,11
#052c66cb,0,NA,-79.34060876,43.67979072,13
red,2000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.36015303,43.79699714,14
red,150000,999 - Undetermined,-79.15903319,43.79074211,22
#052c66cb,0,NA,-79.42413915,43.63759363,0
#052c66cb,0,NA,-79.40376095,43.64647175,1
#052c66cb,10000,999 - Undetermined,-79.60320097,43.73413448,15
#052c66cb,0,NA,-79.41012402,43.75822619,9
#052c66cb,0,NA,-79.27672368,43.7660726,15
red,30000,"11 - Stove, Range-top burner",-79.30561021,43.73186621,10
#052c66cb,0,NA,-79.36148229,43.70527196,17
#052c66cb,0,NA,-79.31660243,43.66636006,8
red,10,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.40599499,43.64890278,9
red,0,999 - Undetermined,-79.56750276,43.65024929,12
red,700,"11 - Stove, Range-top burner",-79.37174188,43.66651245,17
red,25200,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.43831669,43.63589864,11
#052c66cb,0,NA,-79.43142773,43.64119381,16
#052c66cb,0,NA,-79.45765339,43.7269957,17
red,1,999 - Undetermined,-79.38163618,43.66440311,9
#052c66cb,0,NA,-79.24755056,43.71953868,13
#052c66cb,0,NA,-79.42582447,43.64948288,17
red,40000,17 - Wood burning stove,-79.49204445,43.65661818,20
#052c66cb,8000,999 - Undetermined,-79.22450005,43.76564374,19
#052c66cb,0,NA,-79.41271,43.64191178,23
red,0,999 - Undetermined,-79.31370676,43.69247998,23
#052c66cb,25000,82 - Vehicle - Mechanical,-79.57129144,43.6718327,6
red,125000,24 - Circuit Wiring - Copper,-79.30740611,43.74264412,6
red,1500,"29 - Extension Cord, Temporary Wiring",-79.42712925,43.67676488,23
red,25000,24 - Circuit Wiring - Copper,-79.57491408,43.76001659,0
#052c66cb,40000,82 - Vehicle - Mechanical,-79.53749522,43.73156996,0
#052c66cb,9999,80 - Portable generator,-79.40699749,43.65137938,0
#052c66cb,0,NA,-79.37704237,43.66017534,5
#052c66cb,0,999 - Undetermined,-79.51916198,43.66490981,10
#052c66cb,0,NA,-79.3853259,43.67361841,10
red,75000,"11 - Stove, Range-top burner",-79.40198569,43.63589674,10
red,500,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.45466867,43.65687357,12
#052c66cb,0,NA,-79.27869269,43.76598777,13
red,0,72 - Cutting/Welding Equipment,-79.19942907,43.80761011,14
red,20000,999 - Undetermined,-79.52131849,43.59720672,15
red,3000,77 - Matches or Lighters (unable to distinguish),-79.48780327,43.64562546,18
#052c66cb,85000,82 - Vehicle - Mechanical,-79.28471655,43.77524189,22
#052c66cb,0,NA,-79.38136264,43.66670274,2
#052c66cb,0,NA,-79.14748045,43.78820587,3
red,2000,"28 - Cord, Cable for Appliance, Electrical Articles",-79.28098417,43.76096824,12
#052c66cb,0,NA,-79.52932146,43.69595767,13
#052c66cb,0,NA,-79.35224245,43.66457488,16
#052c66cb,0,NA,-79.34518514,43.74075679,13
red,300,14 - Open Fired Barbeque - Fixed or Portable,-79.34722981,43.76175187,14
#052c66cb,0,NA,-79.25981377,43.79206147,15
red,30000,"73 - Blow Torch, Bunsen Burner",-79.42361434,43.64324669,16
#052c66cb,0,NA,-79.61077344,43.73784135,16
#052c66cb,0,NA,-79.48980621,43.60710037,20
#052c66cb,0,NA,-79.51734261,43.660864,21
red,10,999 - Undetermined,-79.37517742,43.66825468,18
#052c66cb,0,NA,-79.41089566,43.63245439,19
#052c66cb,0,NA,-79.38378885,43.66302127,22
red,40000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.41724439,43.64099162,22
#052c66cb,0,NA,-79.38569238,43.66756231,0
#052c66cb,25000,999 - Undetermined,-79.19279518,43.7641428,0
#052c66cb,1000,999 - Undetermined,-79.54837263,43.7487778,6
#052c66cb,0,NA,-79.38095933,43.66572255,9
#052c66cb,0,NA,-79.37906835,43.67191531,17
#052c66cb,0,NA,-79.35912581,43.62661017,15
#052c66cb,0,NA,-79.38095933,43.66572255,18
red,100,9990 - Under Investigation,-79.21583812,43.76185204,8
red,1000,"93 - Hot Ashes, Embers, Spark",-79.57958239,43.63693618,15
red,500,"11 - Stove, Range-top burner",-79.42144176,43.6844554,10
red,5000,999 - Undetermined,-79.49415466,43.72394605,13
red,50000,"23 - Distribution Equipment (includes panel boards, fuses, circuit br",-79.28758905,43.81620277,14
#052c66cb,500,999 - Undetermined,-79.45786355,43.66688958,20
#052c66cb,0,NA,-79.29982571,43.67007213,10
#052c66cb,0,NA,-79.35610416,43.6537381,11
#052c66cb,0,NA,-79.54914296,43.61061445,12
#052c66cb,4000,999 - Undetermined,-79.45367077,43.7090622,13
red,2000,32 - Water Heater,-79.37913497,43.64598706,13
#052c66cb,100,81 - Vehicle - Electrical,-79.39329446,43.70907194,13
red,100000,999 - Undetermined,-79.58683178,43.64752711,15
#052c66cb,0,NA,-79.38011106,43.6636973,15
red,15000,34 - Space Heater - Portable,-79.42479049,43.65976856,16
#052c66cb,15000,999 - Undetermined,-79.37937297,43.64222021,20
#052c66cb,125000,81 - Vehicle - Electrical,-79.3758926,43.6724655,15
#052c66cb,0,NA,-79.23634459,43.73441805,5
#052c66cb,0,NA,-79.45340387,43.64023766,19
#052c66cb,70000,85 - Vehicle collision,-79.24036343,43.71822634,20
#052c66cb,0,NA,-79.39377807,43.68094913,20
red,5000,999 - Undetermined,-79.36104306,43.64773898,23
#052c66cb,10000,999 - Undetermined,-79.24638226,43.76142835,2
#052c66cb,0,NA,-79.39066727,43.65241212,15
#052c66cb,0,999 - Undetermined,-79.39959146,43.65674908,23
#052c66cb,0,NA,-79.51131553,43.698342769999996,1
#052c66cb,0,NA,-79.61965768,43.73032074,2
#052c66cb,0,NA,-79.43875099,43.64246146,0
red,1000,"108 - Exposure, source other",-79.40012333,43.64718663,2
#052c66cb,0,NA,-79.34715417,43.75862125,23
red,100000,84 - Other Mechanical,-79.29225313,43.76762916,3
red,5000,"51 - Incandescent Lamp - Light Bulb, Spotlight",-79.50060185,43.69014233,8
red,1000,"26 - Terminations-Copper (incl receptacles, switches, lights)",-79.3423926,43.67296899,8
red,0,72 - Cutting/Welding Equipment,-79.39488453,43.66108374,9
#052c66cb,8000,98 - Other,-79.42026347,43.73678302,16
red,2000,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.54199481,43.63676535,18
#052c66cb,0,NA,-79.41343204,43.64596275,3
red,50000,"51 - Incandescent Lamp - Light Bulb, Spotlight",-79.47802867,43.67366274,9
#052c66cb,0,999 - Undetermined,-79.51817117,43.6712064,7
red,100,999 - Undetermined,-79.54955035,43.75981302,11
#052c66cb,0,NA,-79.44151145,43.77492512,15
#052c66cb,0,NA,-79.35868759,43.66241553,17
#052c66cb,0,NA,-79.57249115,43.71701982,19
#052c66cb,0,NA,-79.4812113,43.62296877,19
#052c66cb,0,NA,-79.38011106,43.6636973,23
red,250000,999 - Undetermined,-79.44305028,43.79108296,11
red,5000,999 - Undetermined,-79.3834218,43.66213609,5
#052c66cb,500,49 - Other Appliances,-79.43655578,43.63294756,14
#052c66cb,0,NA,-79.44740691,43.75803821,15
#052c66cb,500,81 - Vehicle - Electrical,-79.50032726,43.62346505,15
#052c66cb,0,NA,-79.31874451,43.66864517,17
red,500000,999 - Undetermined,-79.20386566,43.82354146,18
#052c66cb,0,NA,-79.30392608,43.78299076,18
#052c66cb,0,NA,-79.490364,43.62905014,20
#052c66cb,500,999 - Undetermined,-79.38892291,43.64041484,5
red,20000,999 - Undetermined,-79.52081289,43.60482643,10
#052c66cb,0,NA,-79.29934808,43.78359487,10
#052c66cb,0,NA,-79.39163481,43.76485843,16
#052c66cb,0,NA,-79.36649958,43.65886664,10
#052c66cb,0,NA,-79.44774943,43.74024333,17
red,5000,81 - Vehicle - Electrical,-79.30054676,43.68844708,18
#052c66cb,0,NA,-79.39163481,43.76485843,19
red,3000,"29 - Extension Cord, Temporary Wiring",-79.46551199,43.73093209,21
red,1000,43 - Clothes Dryer,-79.41501888,43.64143715,0
#052c66cb,20000,84 - Other Mechanical,-79.4813743,43.7229957,7
red,9500,"11 - Stove, Range-top burner",-79.4979091,43.61502627,9
#052c66cb,0,NA,-79.46912083,43.77794351,16
red,100000,77 - Matches or Lighters (unable to distinguish),-79.38163618,43.66440311,16
red,0,"11 - Stove, Range-top burner",-79.33417231,43.66585979,17
red,5000,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.5602043,43.72590201,17
#052c66cb,0,NA,-79.39325896,43.70528276,22
#052c66cb,0,NA,-79.38968495,43.71301854,22
#052c66cb,0,NA,-79.35378375,43.72978112,16
#052c66cb,0,NA,-79.31593463,43.67841134,16
red,3000,"54 - Lamp (eg. coal, oil, naphtha, etc.)",-79.31931284,43.79585146,18
red,0,999 - Undetermined,-79.45245387,43.65632102,18
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.18837002,43.7679299,19
red,50000,999 - Undetermined,-79.26311757,43.75376737,15
#052c66cb,0,NA,-79.26049597,43.77202775,15
red,1000,14 - Open Fired Barbeque - Fixed or Portable,-79.40009709,43.64445399,20
red,0,999 - Undetermined,-79.37377791,43.66729534,14
red,50000,999 - Undetermined,-79.33037857,43.71657505,15
red,350000,"29 - Extension Cord, Temporary Wiring",-79.2296025,43.73893178,17
#052c66cb,500,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.2629669,43.72903205,17
red,500,84 - Other Mechanical,-79.38662863,43.65085285,22
red,0,"11 - Stove, Range-top burner",-79.39703918,43.70029529,12
#052c66cb,0,NA,-79.49847036,43.72389787,15
#052c66cb,0,NA,-79.49416153,43.67258668,15
red,2000,"11 - Stove, Range-top burner",-79.36724489,43.74291755,18
#052c66cb,0,NA,-79.52528523,43.68993695,19
red,50000,81 - Vehicle - Electrical,-79.29123796,43.82616202,19
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.33711255,43.77440088,21
#052c66cb,9000,81 - Vehicle - Electrical,-79.63524142,43.74927882,9
#052c66cb,0,NA,-79.25598607,43.72689314,3
red,2000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.33876873,43.76289239,3
#052c66cb,0,NA,-79.37637311,43.6522587,5
#052c66cb,0,NA,-79.38758202,43.65310789,7
#052c66cb,0,NA,-79.41339429,43.6841635,18
red,1000,59 - Other Lighting Equipment,-79.50643225,43.60049429,14
#052c66cb,100000,81 - Vehicle - Electrical,-79.332282406823,43.8178242482477,16
red,20,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.47186917,43.63786137,16
red,5000,999 - Undetermined,-79.2740096,43.71038462,19
#052c66cb,0,NA,-79.35284238,43.70191791,20
#052c66cb,0,NA,-79.37887823,43.65614626,23
#052c66cb,0,NA,-79.44156508,43.63663873,0
red,30000,"47 - Refrigerator, Freezer (includes vending machine)",-79.26068416,43.72260945,5
#052c66cb,0,NA,-79.43431345,43.6571226,6
red,0,999 - Undetermined,-79.38069197,43.64100459,7
#052c66cb,0,NA,-79.48402017,43.69353681,11
#052c66cb,0,NA,-79.37012259,43.65616273,23
#052c66cb,0,NA,-79.31065856,43.70834501,23
red,15000,"11 - Stove, Range-top burner",-79.27951692,43.70321859,15
#052c66cb,10000,999 - Undetermined,-79.43973123,43.65016841,17
#052c66cb,100000,999 - Undetermined,-79.3314064,43.71836023,18
red,10000,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.41430411,43.642974100000004,19
red,5000,36 - Fireplace - Masonry,-79.23146312,43.74987895,22
#052c66cb,0,NA,-79.4041865,43.66746417,0
red,150,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.37306178,43.66319002,14
#052c66cb,20000,82 - Vehicle - Mechanical,-79.51842938,43.71876139,18
#052c66cb,0,NA,-79.31907777,43.66424654,0
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.45881435,43.65499123,3
#052c66cb,0,NA,-79.18881941,43.76850739,4
#052c66cb,0,NA,-79.52379006,43.70237242,21
#052c66cb,0,NA,-79.45042618,43.78194389,22
#052c66cb,0,NA,-79.47760289,43.62449232,9
red,30,98 - Other,-79.44032667,43.72695668,17
#052c66cb,0,NA,-79.51620134,43.7001582,21
#052c66cb,0,NA,-79.45126044,43.68631331,21
#052c66cb,0,NA,-79.15536654,43.79023052,22
#052c66cb,0,NA,-79.47825243,43.62610832,1
#052c66cb,0,NA,-79.40771868,43.64290962,18
#052c66cb,0,NA,-79.61834405,43.73812438,19
#052c66cb,0,NA,-79.190655520000007,43.75870885,20
red,1000,91 - Fireworks,-79.52676216,43.7036986,21
#052c66cb,0,NA,-79.5104493,43.74922684,21
#052c66cb,0,NA,-79.49947262,43.68011981,22
