is_not_property,estimated_dollar_loss,ignition_source,longitude,latitude,hour
#052c66cb,0,NA,-79.38095933,43.66572255,9
#052c66cb,0,NA,-79.35305966,43.77308677,12
#052c66cb,15000,999 - Undetermined,-79.2062925,43.78554174,15
#052c66cb,1000,999 - Undetermined,-79.40004842,43.65794851,21
red,200,34 - Space Heater - Portable,-79.37470935,43.64192869,10
red,80000,38 - Chimney - Factory Built,-79.49207205,43.63303339,17
#052c66cb,100000,999 - Undetermined,-79.31292843,43.75841473,18
red,1,999 - Undetermined,-79.43451699,43.64102596,19
red,500,49 - Other Appliances,-79.403108,43.65360606,8
red,250000,999 - Undetermined,-79.39824724,43.64330064,11
red,25000,999 - Undetermined,-79.196434729999993,43.76615019,6
#052c66cb,0,NA,-79.42640405,43.65360035,13
#052c66cb,0,NA,-79.49518953,43.6657268,18
red,25000,98 - Other,-79.32399096,43.67184413,6
red,0,999 - Undetermined,-79.46734333,43.76032354,10
#052c66cb,0,NA,-79.51882213,43.76191751,13
#052c66cb,1000,72 - Cutting/Welding Equipment,-79.57824488,43.70754583,14
#052c66cb,0,NA,-79.5114575,43.68396209,18
#052c66cb,0,NA,-79.19798838,43.76191474,19
#052c66cb,0,NA,-79.53861601,43.593291,20
red,75000,24 - Circuit Wiring - Copper,-79.30691791,43.66849998,21
#052c66cb,0,NA,-79.30392301,43.78609603,23
red,10000,"93 - Hot Ashes, Embers, Spark",-79.32199507,43.76011233,16
red,1000,30 - Other Electrical Distribution Item,-79.3057753,43.66875708,16
#052c66cb,0,NA,-79.41266456,43.66216928,17
red,1000,9990 - Under Investigation,-79.41029317,43.65955832,18
#052c66cb,8000,85 - Vehicle collision,-79.25507763,43.78150053,4
red,50000,13 - Microwave,-79.42550372,43.70737879,19
red,75,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.40599499,43.64890278,9
red,1000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.44671101,43.65844474,7
red,1000,84 - Other Mechanical,-79.39986886,43.68693605,13
red,200,"11 - Stove, Range-top burner",-79.43261866,43.64213324,14
#052c66cb,0,NA,-79.29170755,43.7910972,10
red,1000,75 - Matches (open flame),-79.60020617,43.75018516,11
#052c66cb,2500,77 - Matches or Lighters (unable to distinguish),-79.30280827,43.76720771,3
#052c66cb,0,NA,-79.27806682,43.68878373,18
#052c66cb,0,NA,-79.22405634,43.75567915,18
#052c66cb,28000,81 - Vehicle - Electrical,-79.40833244,43.67169523,12
#052c66cb,0,NA,-79.47902063,43.62730598,9
#052c66cb,0,NA,-79.41593904,43.64718448,5
red,3000,12 - Oven,-79.20980096,43.81421049,10
red,0,"92 - Open Fire (eg. camp fire, rubbish fire, etc.)",-79.38420956,43.67080443,12
#052c66cb,0,NA,-79.62077731,43.72425476,13
#052c66cb,82550,"28 - Cord, Cable for Appliance, Electrical Articles",-79.38544229,43.63971452,10
#052c66cb,0,NA,-79.57249115,43.71701982,11
red,500000,999 - Undetermined,-79.23878273,43.76654209,13
#052c66cb,10000,999 - Undetermined,-79.3716345,43.768016,17
red,1000,999 - Undetermined,-79.37103207,43.6582947,8
red,0,14 - Open Fired Barbeque - Fixed or Portable,-79.45694777,43.75683014,15
#052c66cb,0,NA,-79.39899743,43.70958335,15
#052c66cb,0,NA,-79.39899743,43.70958335,15
#052c66cb,0,NA,-79.51882213,43.76191751,16
#052c66cb,0,999 - Undetermined,-79.20802138,43.75867308,10
#052c66cb,0,NA,-79.49882308,43.68447641,19
red,250,"11 - Stove, Range-top burner",-79.23358431,43.75674399,16
#052c66cb,0,NA,-79.33123581,43.71075277,23
red,5000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.49564291,43.67928999,2
red,35000,999 - Undetermined,-79.42326145,43.64940112,2
#052c66cb,0,NA,-79.3498772,43.70500665,23
red,20,999 - Undetermined,-79.37012259,43.65616273,3
#052c66cb,0,NA,-79.42286866,43.6484145,3
#052c66cb,0,81 - Vehicle - Electrical,-79.56129254,43.6343557,15
red,75000,"73 - Blow Torch, Bunsen Burner",-79.44055034,43.75839111,17
#052c66cb,0,100 - Outdoor fireplace/heater,-79.22456371,43.7513934,17
#052c66cb,0,NA,-79.57729451,43.75362026,18
#052c66cb,0,NA,-79.37906835,43.67191531,6
#052c66cb,0,NA,-79.37103207,43.6582947,19
#052c66cb,0,NA,-79.42240778,43.70289412,18
red,300,999 - Undetermined,-79.37103207,43.6582947,21
#052c66cb,0,NA,-79.39931666,43.71107664,0
#052c66cb,400,999 - Undetermined,-79.39747433,43.70692189,0
red,0,999 - Undetermined,-79.23068148,43.77349925,2
#052c66cb,0,NA,-79.36945966,43.6545253,18
red,5000,999 - Undetermined,-79.50718708,43.65268822,2
#052c66cb,500,81 - Vehicle - Electrical,-79.35865235,43.67752083,9
red,25000,30 - Other Electrical Distribution Item,-79.49283629,43.75706096,10
red,1000,30 - Other Electrical Distribution Item,-79.36044804,43.67590396,11
red,0,999 - Undetermined,-79.41016215,43.65597112,12
#052c66cb,0,NA,-79.41599198,43.66408828,13
#052c66cb,0,NA,-79.49977365,43.74020283,13
#052c66cb,35000,81 - Vehicle - Electrical,-79.32777907,43.71937597,13
#052c66cb,20000,98 - Other,-79.4489164,43.78216703,1
red,10000,"28 - Cord, Cable for Appliance, Electrical Articles",-79.3788754,43.67093637,16
red,250,"11 - Stove, Range-top burner",-79.40331347,43.70724047,16
#052c66cb,0,NA,-79.28902203,43.69286919,19
red,2500,"11 - Stove, Range-top burner",-79.26703403,43.72998549,20
#052c66cb,0,NA,-79.39912514,43.7136541,0
red,50000,12 - Oven,-79.48978685,43.6127307,2
red,150000,"54 - Lamp (eg. coal, oil, naphtha, etc.)",-79.33791489,43.69007355,2
red,100000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.4812113,43.62296877,21
#052c66cb,0,NA,-79.37764826,43.64852348,21
#052c66cb,0,NA,-79.37887343,43.66067092,22
#052c66cb,40000,81 - Vehicle - Electrical,-79.58911966,43.70263458,23
#052c66cb,7000,999 - Undetermined,-79.3783173,43.6562626,6
red,10000,"29 - Extension Cord, Temporary Wiring",-79.39203292,43.68310124,20
#052c66cb,35000,999 - Undetermined,-79.3145727,43.73149388,1
#052c66cb,0,NA,-79.39377807,43.68094913,1
red,0,999 - Undetermined,-79.38973355,43.67026872,1
#052c66cb,0,999 - Undetermined,-79.48012475,43.71786935,19
#052c66cb,0,NA,-79.55036577,43.66441662,20
red,80000,14 - Open Fired Barbeque - Fixed or Portable,-79.54160883,43.74823355,20
#052c66cb,20000,999 - Undetermined,-79.46023404,43.70412239,20
#052c66cb,0,NA,-79.32770475,43.67017998,21
#052c66cb,0,NA,-79.33009151,43.66891414,21
#052c66cb,20,75 - Matches (open flame),-79.45225198,43.63782375,4
#052c66cb,0,NA,-79.39928823,43.71091231,8
red,500,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.36297175,43.65807683,10
#052c66cb,0,NA,-79.49107984,43.7246173,10
red,25000,95 - Lightning,-79.22645824,43.82981247,10
red,1000,84 - Other Mechanical,-79.5056155,43.69405303,10
#052c66cb,0,NA,-79.33681405,43.73097937,19
#052c66cb,0,NA,-79.37069714,43.67200954,15
#052c66cb,0,NA,-79.38141355,43.66683152,16
red,50000,999 - Undetermined,-79.22065432,43.73927065,9
red,12000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.36146559,43.65627053,11
#052c66cb,0,NA,-79.13897484,43.79467721,16
#052c66cb,0,NA,-79.50800313,43.64810153,17
#052c66cb,0,NA,-79.51650344,43.76276924,18
red,100000,999 - Undetermined,-79.436743860000007,43.73681512,18
#052c66cb,0,NA,-79.42599818,43.64276586,18
red,300,"26 - Terminations-Copper (incl receptacles, switches, lights)",-79.51167366,43.76604191,19
#052c66cb,0,NA,-79.50701748,43.73329544,19
#052c66cb,500,88 - Multiple Ignition Source or Igniting Equipment (suspected arson),-79.53486649,43.71042043,20
red,1000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.40747311,43.66591459,20
red,50000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.57267763,43.72413072,6
#052c66cb,10000,81 - Vehicle - Electrical,-79.19718091,43.79685454,7
#052c66cb,0,NA,-79.46991465,43.63721059,13
#052c66cb,0,NA,-79.42580477,43.6348928,8
#052c66cb,10000,81 - Vehicle - Electrical,-79.26813002,43.70699894,14
red,5000,15 - Range Hood,-79.5040841,43.70063339,15
#052c66cb,0,NA,-79.35062019,43.6430917,16
#052c66cb,0,NA,-79.3794752,43.65603485,16
#052c66cb,0,NA,-79.38008674,43.655909,17
#052c66cb,0,NA,-79.31337498,43.766545,17
#052c66cb,0,NA,-79.36303752,43.65482602,17
#052c66cb,0,NA,-79.3491143,43.66531797,11
red,200000,98 - Other,-79.3687012,43.66247384,12
#052c66cb,0,NA,-79.38367994,43.64159274,19
red,1000,83 - Other Electrical,-79.30389119,43.67702002,9
red,1000,49 - Other Appliances,-79.42017897,43.64783455,9
red,20000,12 - Oven,-79.55725625,43.70148298,11
red,250000,999 - Undetermined,-79.23419673,43.80804775,20
red,100,98 - Other,-79.38459588,43.66493728,23
red,10000,77 - Matches or Lighters (unable to distinguish),-79.44110905,43.7022534,1
red,200000,999 - Undetermined,-79.32540643,43.76308887,2
#052c66cb,0,NA,-79.45973203,43.67045994,9
#052c66cb,0,NA,-79.39215599,43.64968115,18
#052c66cb,0,NA,-79.5197911,43.73837167,22
red,50000,52 - Florescent Lamp (includes ballast),-79.34034534,43.66516651,22
red,0,999 - Undetermined,-79.38519572,43.65922588,23
#052c66cb,15000,999 - Undetermined,-79.14186412,43.79199334,6
#052c66cb,0,NA,-79.40851611,43.70459846,8
red,0,999 - Undetermined,-79.37103207,43.6582947,0
#052c66cb,33000,81 - Vehicle - Electrical,-79.50030663,43.70838315,20
#052c66cb,0,NA,-79.23321526,43.75589552,20
#052c66cb,30000,999 - Undetermined,-79.45802174,43.6830953,21
#052c66cb,0,NA,-79.51940479,43.70103877,13
#052c66cb,0,NA,-79.39079628,43.64913138,23
#052c66cb,0,NA,-79.38629115,43.650087,23
#052c66cb,0,NA,-79.38145444,43.73024109,12
#052c66cb,0,NA,-79.46512816,43.67673916,1
red,20000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.48213875,43.68063199,2
#052c66cb,0,NA,-79.3760466,43.64815472,7
#052c66cb,20000,999 - Undetermined,-79.57856622,43.67007265,13
red,2500,30 - Other Electrical Distribution Item,-79.40368195,43.65495888,23
#052c66cb,0,NA,-79.37146499,43.6494502,0
red,100000,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.28709459,43.81032413,18
#052c66cb,0,NA,-79.40004842,43.65794851,18
red,0,20 - Service/Utility Lines (includes power/hydro transmission lines),-79.41600169,43.78163768,13
red,11200,"93 - Hot Ashes, Embers, Spark",-79.41074872,43.76071394,14
#052c66cb,4000,999 - Undetermined,-79.56530557,43.73723673,15
red,100000,"28 - Cord, Cable for Appliance, Electrical Articles",-79.38950492,43.64593886,2
#052c66cb,0,NA,-79.40699749,43.65137938,2
#052c66cb,20000,82 - Vehicle - Mechanical,-79.57083826,43.69159249,21
#052c66cb,0,NA,-79.38758202,43.65310789,4
#052c66cb,0,NA,-79.50889957,43.601538,18
red,0,999 - Undetermined,-79.41290458,43.76927425,18
#052c66cb,0,NA,-79.39188928,43.63765371,19
red,6000,14 - Open Fired Barbeque - Fixed or Portable,-79.45123346,43.66270972,17
#052c66cb,0,NA,-79.34122115,43.64211312,18
#052c66cb,0,NA,-79.49260919,43.62766207,18
#052c66cb,0,NA,-79.2254187,43.78229012,21
red,75000,76 - Lighters (open flame),-79.53055376,43.64677344,15
red,1000,14 - Open Fired Barbeque - Fixed or Portable,-79.41414298,43.63916501,18
red,300,13 - Microwave,-79.37217017,43.80713504,19
red,1000,45 - Washing Machine,-79.45316502,43.75381652,20
#052c66cb,0,NA,-79.33427947,43.67593366,21
#052c66cb,0,NA,-79.55700914,43.68536582,23
red,1000,98 - Other,-79.48290646,43.67880262,21
#052c66cb,0,NA,-79.41952248,43.63201328,22
#052c66cb,0,NA,-79.35639119,43.74555769,1
red,1,72 - Cutting/Welding Equipment,-79.57587771,43.71892065,16
red,25000,"73 - Blow Torch, Bunsen Burner",-79.44868527,43.65957691,16
#052c66cb,1500,82 - Vehicle - Mechanical,-79.32246071,43.76634185,20
#052c66cb,0,NA,-79.47710789,43.62578119,23
#052c66cb,0,NA,-79.51045744,43.66062999,18
red,100000,83 - Other Electrical,-79.37787789,43.6621721,13
#052c66cb,0,NA,-79.48307492,43.63064264,19
#052c66cb,0,999 - Undetermined,-79.39243454,43.63902195,19
red,5000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.37012259,43.65616273,18
#052c66cb,0,NA,-79.29156518,43.69615103,20
#052c66cb,25000,999 - Undetermined,-79.54238057,43.75208999,8
#052c66cb,20000,25 - Circuit Wiring - Aluminum,-79.41736932,43.70994741,11
red,500,"28 - Cord, Cable for Appliance, Electrical Articles",-79.31256394,43.66731043,0
#052c66cb,100,999 - Undetermined,-79.40177706,43.65388235,15
red,100000,33 - Space Heater - Fixed,-79.51689909,43.752415,23
red,10000,43 - Clothes Dryer,-79.30236951,43.69261279,21
#052c66cb,15000,999 - Undetermined,-79.23261027,43.74160883,0
#052c66cb,0,999 - Undetermined,-79.36044804,43.67590396,0
red,5000,999 - Undetermined,-79.26254195,43.72581778,22
#052c66cb,0,NA,-79.38379186,43.64586791,1
#052c66cb,0,NA,-79.43693152,43.6396028,1
#052c66cb,0,NA,-79.35983549,43.67804371,7
red,30000,13 - Microwave,-79.45315445,43.69412697,9
red,20,999 - Undetermined,-79.41600169,43.78163768,5
#052c66cb,0,NA,-79.37906835,43.67191531,23
red,4000,24 - Circuit Wiring - Copper,-79.44882506,43.64919685,23
#052c66cb,0,NA,-79.37956802,43.6724289,23
#052c66cb,0,NA,-79.51523631,43.68273293,0
red,5000,999 - Undetermined,-79.38441585,43.6573078,14
red,500,16 - Deep Fat Fryer,-79.41902344,43.66834922,17
#052c66cb,6000,999 - Undetermined,-79.19543305,43.78483026,20
red,5000,24 - Circuit Wiring - Copper,-79.40871247,43.68742226,20
#052c66cb,0,NA,-79.31387604,43.69703872,20
#052c66cb,0,NA,-79.40699749,43.65137938,20
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.51707489,43.75485424,21
red,1000,999 - Undetermined,-79.49920745,43.66552417,22
red,1500,32 - Water Heater,-79.37791832,43.64914874,22
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.50889557,43.63330001,23
#052c66cb,0,NA,-79.49403874,43.62822663,19
red,1000,"29 - Extension Cord, Temporary Wiring",-79.46512816,43.67673916,14
#052c66cb,0,NA,-79.317736300000007,43.68078156,15
#052c66cb,0,NA,-79.20193841,43.82205535,17
red,1000,999 - Undetermined,-79.38240493,43.66137442,22
#052c66cb,6000,30 - Other Electrical Distribution Item,-79.53822885,43.7337468,2
red,5000,34 - Space Heater - Portable,-79.54230139,43.59471639,4
red,1,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.41025017,43.64101279,19
#052c66cb,0,NA,-79.55591012,43.60458571,8
red,0,"11 - Stove, Range-top burner",-79.35807481,43.79196217,20
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.52441139,43.59653002,18
red,1000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.39984311,43.67437474,22
#052c66cb,0,NA,-79.25217979,43.70377811,22
red,0,999 - Undetermined,-79.49920745,43.66552417,1
#052c66cb,0,NA,-79.29642317,43.70438845,1
#052c66cb,0,98 - Other,-79.5372909,43.71702365,5
#052c66cb,50000,82 - Vehicle - Mechanical,-79.27298631,43.77296599,6
#052c66cb,0,NA,-79.50424892,43.70447341,20
#052c66cb,20000,999 - Undetermined,-79.60895398,43.70133997,21
#052c66cb,0,NA,-79.40282681,43.6574586,22
red,5000,79 - Other Open Flame Tools/Smokers' Articles,-79.49187054,43.70546082,1
red,50000,999 - Undetermined,-79.29171229,43.74314776,2
red,300000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.42805407,43.66148052,3
#052c66cb,0,NA,-79.25602363,43.75607567,6
#052c66cb,0,NA,-79.37145847,43.6718889,6
#052c66cb,0,NA,-79.36352613,43.66623633,6
#052c66cb,0,72 - Cutting/Welding Equipment,-79.50068662,43.60449964,10
#052c66cb,0,NA,-79.31737784,43.73540053,17
#052c66cb,0,NA,-79.3445872,43.69588073,17
red,25000,34 - Space Heater - Portable,-79.29371457,43.74695893,17
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.27580104,43.69954054,19
red,500000,24 - Circuit Wiring - Copper,-79.27060217,43.69862213,20
red,5000,"93 - Hot Ashes, Embers, Spark",-79.48815455,43.77316718,9
red,1000,77 - Matches or Lighters (unable to distinguish),-79.45876936,43.66860329,13
#052c66cb,0,NA,-79.37214187,43.67442358,18
red,8000,43 - Clothes Dryer,-79.58700078,43.69927126,20
#052c66cb,0,NA,-79.29698673,43.66801728,7
#052c66cb,0,NA,-79.56862109,43.7462477,0
red,1000,84 - Other Mechanical,-79.51457154,43.64667032,6
#052c66cb,1000,999 - Undetermined,-79.45890249,43.63771044,5
#052c66cb,0,NA,-79.5268928,43.64788537,5
#052c66cb,20000,81 - Vehicle - Electrical,-79.5494157,43.62047521,4
red,10000,77 - Matches or Lighters (unable to distinguish),-79.32844334,43.74019288,9
#052c66cb,0,NA,-79.38546334,43.63902915,7
#052c66cb,0,NA,-79.26399927,43.69699362,12
red,25000,77 - Matches or Lighters (unable to distinguish),-79.47685184,43.68891266,19
#052c66cb,0,NA,-79.4863985,43.67023571,20
red,2003,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.26703403,43.72998549,23
#052c66cb,0,NA,-79.31698071,43.78113109,3
#052c66cb,0,NA,-79.43378223,43.67440776,7
#052c66cb,5000,81 - Vehicle - Electrical,-79.50089113,43.69130158,0
red,2000,98 - Other,-79.33823539,43.69840079,2
red,1000,"93 - Hot Ashes, Embers, Spark",-79.23036785,43.79190917,22
red,5000,"73 - Blow Torch, Bunsen Burner",-79.61999794,43.72053094,11
#052c66cb,0,NA,-79.50070308,43.61537922,18
red,2000,999 - Undetermined,-79.59056875,43.75466831,20
#052c66cb,0,NA,-79.46912083,43.77794351,10
#052c66cb,10000,81 - Vehicle - Electrical,-79.27091812,43.68775901,18
red,30,999 - Undetermined,-79.51487228,43.72233692,18
#052c66cb,0,NA,-79.36015239,43.6701977,19
red,200,"19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)",-79.38240208,43.65027764,21
#052c66cb,0,NA,-79.30975283,43.66339677,22
red,30000,79 - Other Open Flame Tools/Smokers' Articles,-79.24581844,43.71993088,23
#052c66cb,0,NA,-79.56198054,43.65867262,0
#052c66cb,0,NA,-79.38281083,43.67016027,1
#052c66cb,60000,82 - Vehicle - Mechanical,-79.54175948,43.64592166,4
red,1000,"11 - Stove, Range-top burner",-79.39088012,43.69949299,9
red,0,76 - Lighters (open flame),-79.21387554,43.75912879,20
#052c66cb,0,NA,-79.13651241,43.7923676,21
red,50000,76 - Lighters (open flame),-79.3214417,43.78135409,10
#052c66cb,0,NA,-79.14335486,43.77447744,23
red,1000,999 - Undetermined,-79.49920745,43.66552417,2
#052c66cb,0,NA,-79.45395633,43.69487564,2
#052c66cb,0,NA,-79.54041656,43.6428862,9
#052c66cb,0,NA,-79.33553991,43.65261534,9
#052c66cb,0,NA,-79.29833769,43.7445728,11
#052c66cb,0,NA,-79.3436255,43.70747321,12
#052c66cb,200,"92 - Open Fire (eg. camp fire, rubbish fire, etc.)",-79.54748112,43.61194224,12
#052c66cb,0,NA,-79.37069714,43.67200954,13
#052c66cb,0,NA,-79.29642317,43.70438845,17
red,250000,999 - Undetermined,-79.2692187,43.69175383,15
#052c66cb,0,NA,-79.58097677,43.68580849,16
#052c66cb,0,NA,-79.38376619,43.65571596,16
#052c66cb,0,NA,-79.42601754,43.66914163,16
red,100000,999 - Undetermined,-79.56551512,43.70915215,17
#052c66cb,30000,999 - Undetermined,-79.52755057,43.62280005,18
#052c66cb,0,NA,-79.47568776,43.62924377,19
red,5000,21 - Transformer,-79.38205611,43.6683486,19
red,75000,999 - Undetermined,-79.51964876,43.66595386,19
red,0,999 - Undetermined,-79.51042617,43.72477238,20
red,500,75 - Matches (open flame),-79.43663596,43.76641653,23
red,25000,43 - Clothes Dryer,-79.16578251,43.79488522,6
red,20000,999 - Undetermined,-79.27890251,43.73286246,7
#052c66cb,0,NA,-79.34881566,43.68943265,9
#052c66cb,60000,999 - Undetermined,-79.23641092,43.76067683,8
red,5000,999 - Undetermined,-79.36550104,43.65817204,16
#052c66cb,0,NA,-79.53584229,43.6235597,13
#052c66cb,10000,999 - Undetermined,-79.266008,43.77466684,22
red,8000,999 - Undetermined,-79.37945204,43.66889391,2
red,4000,999 - Undetermined,-79.36513639,43.71444839,12
red,200,33 - Space Heater - Fixed,-79.48931473,43.61377931,13
red,1000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.34694708,43.68093545,9
red,7000,12 - Oven,-79.36300162,43.66008725,17
red,60000,999 - Undetermined,-79.3772145,43.66359915,18
red,200,98 - Other,-79.56184253,43.72677431,11
#052c66cb,6000,999 - Undetermined,-79.49880908,43.70390009,11
red,10000,"26 - Terminations-Copper (incl receptacles, switches, lights)",-79.34184519,43.79924226,12
red,30,98 - Other,-79.365967,43.64892685,18
red,25,55 - Candle,-79.44646141,43.66672551,21
red,10000,12 - Oven,-79.2867296,43.70008427,22
#052c66cb,1000,72 - Cutting/Welding Equipment,-79.38887917,43.708654,7
#052c66cb,0,NA,-79.33027559,43.71202154,16
#052c66cb,0,NA,-79.37372966,43.67132837,18
red,30000,37 - Fireplace Insert,-79.41344228,43.79677999,9
red,0,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.37226635,43.66336524,9
#052c66cb,0,NA,-79.42031629,43.75944394,23
red,100,999 - Undetermined,-79.37649112,43.66797338,9
#052c66cb,0,NA,-79.40699749,43.65137938,16
#052c66cb,0,NA,-79.34519556,43.667095,16
red,5000,999 - Undetermined,-79.30645563,43.72999982,7
#052c66cb,0,NA,-79.51168957,43.62434113,16
#052c66cb,40000,999 - Undetermined,-79.41600169,43.78163768,10
#052c66cb,0,82 - Vehicle - Mechanical,-79.21958787,43.79483269,13
red,80000,9990 - Under Investigation,-79.41375233,43.75744601,4
#052c66cb,0,NA,-79.38681706,43.63943093,12
red,300,"108 - Exposure, source other",-79.50052088,43.76224099,13
#052c66cb,3000,83 - Other Electrical,-79.46762343,43.67253451,14
red,55,"11 - Stove, Range-top burner",-79.28193647,43.71423244,19
#052c66cb,0,NA,-79.32246071,43.76634185,20
red,125000,"29 - Extension Cord, Temporary Wiring",-79.4004299,43.65405066,22
#052c66cb,0,NA,-79.48596774,43.71625209,8
#052c66cb,400,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.49677082,43.72335733,11
#052c66cb,0,NA,-79.3783173,43.6562626,13
#052c66cb,0,NA,-79.58255077,43.72699659,13
#052c66cb,0,NA,-79.31703271,43.74517364,13
#052c66cb,0,NA,-79.48203979,43.74638653,22
red,80000,999 - Undetermined,-79.34267104,43.69061962,14
red,10000,"11 - Stove, Range-top burner",-79.40999267,43.66538917,19
#052c66cb,0,NA,-79.21507639,43.81876817,15
#052c66cb,0,NA,-79.34277848,43.66763627,18
#052c66cb,0,NA,-79.27091812,43.68775901,18
#052c66cb,0,NA,-79.58407009,43.65973338,21
#052c66cb,0,NA,-79.33283427,43.72134382,18
red,50,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.51707489,43.75485424,18
red,2000,999 - Undetermined,-79.24472072,43.74478908,23
#052c66cb,0,NA,-79.52134539,43.59623551,23
red,100,999 - Undetermined,-79.46524858,43.65754426,0
#052c66cb,0,999 - Undetermined,-79.42599818,43.64276586,2
#052c66cb,20000,81 - Vehicle - Electrical,-79.59582526,43.71731807,22
red,150000,82 - Vehicle - Mechanical,-79.21535727,43.80117967,1
#052c66cb,30000,81 - Vehicle - Electrical,-79.53602784,43.71296224,21
#052c66cb,0,NA,-79.20689945,43.80048072,2
#052c66cb,10000,999 - Undetermined,-79.4676292,43.71572914,10
red,40000,43 - Clothes Dryer,-79.42255963,43.75895044,13
#052c66cb,0,NA,-79.37069714,43.67200954,16
red,1000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.29129854,43.69314473,22
red,1500,999 - Undetermined,-79.44110905,43.7022534,1
#052c66cb,0,NA,-79.3758926,43.6724655,12
#052c66cb,0,NA,-79.36034916,43.65441051,9
#052c66cb,0,NA,-79.27111044,43.76792495,12
#052c66cb,0,NA,-79.40210927,43.66305233,12
#052c66cb,0,NA,-79.43576665,43.68991547,14
red,100000,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.3532121,43.66004004,5
#052c66cb,0,NA,-79.41886199,43.6442043,9
red,20,"73 - Blow Torch, Bunsen Burner",-79.47146691,43.72960442,10
red,25000,56 - Halogen Lamp or light,-79.13120013,43.78732812,13
#052c66cb,0,999 - Undetermined,-79.50345407,43.71248654,15
red,10,"11 - Stove, Range-top burner",-79.39991013,43.71983362,15
red,0,999 - Undetermined,-79.52832035,43.70454549,16
red,100,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.43944935,43.77916809,18
#052c66cb,3000,81 - Vehicle - Electrical,-79.50491369,43.62736672,22
#052c66cb,10000,999 - Undetermined,-79.28668628,43.69043934,2
red,50000,999 - Undetermined,-79.23880537,43.71958194,13
red,1,98 - Other,-79.5056155,43.69405303,15
#052c66cb,0,NA,-79.36601615,43.659441030000004,20
#052c66cb,15000,81 - Vehicle - Electrical,-79.50152561,43.70999074,20
#052c66cb,0,NA,-79.37428936,43.65350197,21
#052c66cb,0,NA,-79.3853259,43.67361841,23
#052c66cb,0,NA,-79.3774043,43.67386228,23
#052c66cb,0,NA,-79.38585604,43.66799584,1
red,20,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",-79.41665403,43.6490236,12
#052c66cb,0,NA,-79.40699749,43.65137938,13
red,12000,12 - Oven,-79.39779247,43.65226015,13
red,10000,61 - Incinerator,-79.32204489,43.81935634,16
#052c66cb,0,999 - Undetermined,-79.25971382,43.83109876,21
#052c66cb,8000,999 - Undetermined,-79.48953272,43.68699354,0
red,20000,98 - Other,-79.40241468,43.66385219,2
red,150000,34 - Space Heater - Portable,-79.49202046,43.68792283,2
red,60,81 - Vehicle - Electrical,-79.53737745,43.74239611,7
#052c66cb,1000,84 - Other Mechanical,-79.3349514,43.75171067,8
#052c66cb,0,NA,-79.37232147,43.67135534,12
red,50000,"23 - Distribution Equipment (includes panel boards, fuses, circuit br",-79.53626347,43.75329035,14
#052c66cb,0,NA,-79.35529341,43.66478172,15
red,100000,72 - Cutting/Welding Equipment,-79.56003176,43.75625312,16
red,2000,45 - Washing Machine,-79.50979928,43.6017208,14
red,5000,"11 - Stove, Range-top burner",-79.3371486,43.70164216,14
#052c66cb,0,NA,-79.39940811,43.67335858,15
red,20000,56 - Halogen Lamp or light,-79.39871261,43.73126608,17
red,25000,"11 - Stove, Range-top burner",-79.55710117,43.64017486,17
#052c66cb,0,NA,-79.36478469,43.65298842,16
#052c66cb,0,NA,-79.27097563,43.81095672,21
#052c66cb,5000,82 - Vehicle - Mechanical,-79.48827847,43.76408706,23
